names,dates,latitude,longitude,categorical,quant1,quant2,quant3
b'Lynnel',1459947460.0,-9.11405785323,-163.016952615,Category01,0.896407738665,-20.6662779111,423.995911522
b'Quaylen',1462949244.45,66.8349769475,-137.558812526,Category02,2.22839352357,2.94190723205,2084.29053906
b'Ailton',1475909369.59,-55.1009404049,0.878600688891,Category07,3.19951192323,-22.2505040948,5941.21232532
b'Yoon',1458267288.8,71.4484575249,126.082161003,Category07,0.535046869637,19.9624926491,9600.3849421
b'Prachi',1474640406.88,57.0934601177,-18.4312299326,Category09,3.37612772443,11.2585719277,9635.4820149
b'Stathan',1462767563.46,71.7434644494,-35.8172614783,Category03,0.63692148419,-27.164416047,3087.22442088
b'Marajade',1453996671.34,69.1833754671,169.612723238,Category06,2.40450461135,9.73399905024,4922.21989622
b'Nikitra',1475772538.04,-78.5508109629,11.7096821016,Category08,1.22045988286,15.3858607956,9862.39628983
b'Ceara',1466367696.58,15.7339568156,122.597220425,Category03,1.55178967831,25.6930241255,7601.42673679
b'Sparks',1465657876.37,43.5004086496,-169.962449033,Category03,1.13358069171,9.83769952064,5914.03263909
b'Takeshia',1459299925.07,35.6339109123,18.6797943759,Category05,0.712444500112,16.5885592849,6895.72074868
b'Zidaan',1468710836.29,19.0390720579,84.8043064644,Category05,0.639400912113,-26.6641644712,1604.65895387
b'Toia',1459227316.46,49.7501947331,99.005829801,Category04,2.97101507579,28.099670222,6730.5938754
b'Lotis',1463950845.24,27.1841787383,21.3425351496,Category05,1.15321656794,-0.536930791035,8918.16949641
b'Sasuke',1458652442.89,-51.248809842,55.3759113916,Category09,0.948483699879,-22.0165431243,4445.10200879
b'Breckan',1478312166.6,85.5279733439,-128.086840892,Category08,1.53536530085,-5.66948576424,5182.12616902
b'Kasumi',1471753102.74,-55.1589795532,-133.536121183,Category01,2.16943140375,-15.86931973,2442.80936308
b'Marckos',1471932024.19,28.2396617383,-154.229219024,Category06,0.583324756759,12.1785417696,7584.51740922
b'Bhumi',1454094512.5,6.26224180103,-46.4185470793,Category02,2.22439868372,-14.2224393041,3312.45659428
b'Dagny',1482820426.72,81.2482971085,-36.83608665,Category07,2.37933234458,23.9257999666,3177.43905817
b'Verga',1468812938.6,-3.12035537075,-10.1278838615,Category02,0.337879901914,-25.1053295257,2059.67194429
b'Aaden',1468908461.44,21.7470982134,95.2082236563,Category08,1.14573156068,26.3012149246,3490.99968092
b'Symir',1472612005.54,75.5395066906,51.1559799165,Category02,0.788637238878,-14.0748707539,9775.87237213
b'Rashana',1467973422.29,-33.8315078475,-12.2782211173,Category05,2.14576795363,-13.2519555521,9334.20316603
b'Sherreka',1468281398.64,44.3763055788,63.9998791287,Category01,1.92458874342,1.4566615081,5934.51679607
b'Britza',1469904536.22,-45.3378374711,49.5469483245,Category08,0.28188601564,6.27241602056,7817.35226296
b'Tamica',1475344908.69,8.84567007447,53.1859910184,Category01,2.76167393349,-28.3059631948,1799.34232131
b'Loueva',1461991269.35,30.0036170586,-164.29710957,Category08,3.29883115349,25.6094354911,9319.05632765
b'Lealia',1473585952.63,49.7099555078,72.6530358024,Category02,0.775006754575,-1.84582121714,5727.52759739
b'Albirtha',1459804473.32,-23.8488267084,76.3605403724,Category02,1.74356701293,6.12117583882,3480.57466768
b'Melena',1456607731.33,-17.4227605149,-31.9475905186,Category01,1.76672276373,26.0399433073,4464.54646332
b'Kyra',1454873653.53,17.949006763,39.9431576085,Category09,1.6566704251,27.12235278,8390.14143898
b'Kahealani',1461698109.97,22.3037722181,43.1898724493,Category08,0.856583792947,20.6718613312,9548.07949863
b'Mandell',1472676636.05,-43.2660668387,152.671823384,Category01,3.44891684627,-15.9318473544,5812.33271676
b'Pamla',1454649254.03,14.5452977003,-121.967825082,Category05,1.56826493636,-29.3162615886,3303.46508513
b'Katarina',1479021326.46,-53.7074814119,-125.343737773,Category09,2.79418555592,14.0095349719,3076.54114555
b'Shatica',1456835860.18,-51.1916983098,54.3235003531,Category06,0.667339066976,-21.9386333254,1631.5092558
b'Airam',1463391298.69,-47.2199933729,-32.9506827534,Category01,0.953509417083,-7.30170874643,4126.87991207
b'Twina',1473790361.97,5.1917542811,77.9566372197,Category02,0.569640222277,15.6287878679,9000.53545137
b'Jacqualyne',1465680187.38,-42.7370957989,111.484013706,Category03,0.292898160719,1.44185113966,2010.18107578
b'Yamira',1480492300.42,25.4558496685,-49.0728984371,Category01,1.01789008727,2.48406222781,3974.27037448
b'Lucyrose',1469988272.65,65.6995899123,85.9227743648,Category07,1.21854026866,14.9042533568,9662.05802676
b'Ayati',1478049559.91,-82.1353720633,178.849628232,Category00,2.07606528568,-25.9091695505,4620.55022268
b'Brashawn',1472622491.16,-61.2246587657,101.181425817,Category06,3.26582426386,9.95629118292,627.676889495
b'Ainslee',1471137182.56,-43.0298022945,-106.050046201,Category05,1.96070621059,18.5167167522,3251.30711421
b'Kade',1461762772.87,8.40135256183,-40.8539217872,Category07,2.3624507319,7.74210635007,3286.3472853
b'Johnalbert',1454384444.22,-1.74805509143,149.856485881,Category07,2.04958024172,28.6725551703,2733.49552417
b'Windsor',1460627345.89,14.470527589,-26.7580307555,Category09,0.490290849727,-8.11121723171,1200.56925015
b'Janielys',1473729514.27,72.4416817654,167.143965514,Category00,1.52519816887,-6.57493377663,4160.82452181
b'Raqib',1475956528.06,-8.31320617475,74.2509414016,Category07,1.5530145155,28.0667343572,4481.21247869
b'Neita',1474502539.32,-58.2382690276,16.4343144546,Category07,1.65164419153,-3.40115572038,6475.16293946
b'Idah',1482997503.68,-14.6356040617,-37.5474411369,Category00,3.18735396954,-5.92535064704,9204.7554605
b'Alfrieda',1453802556.94,23.8847246839,81.6717524169,Category08,1.87327464016,-9.01062660194,9066.50902881
b'Juandedios',1481094942.32,77.5241221351,58.3447795283,Category04,2.13668944742,-5.48684799651,4014.32868881
b'Danald',1465177482.33,-15.938975442,-82.0151696137,Category06,0.718247617329,-22.4340898033,3255.89595304
b'Rotha',1475119683.61,27.026884978,28.4747347685,Category02,1.0441772019,-6.84810418323,9872.20411223
b'Cmya',1460705278.73,-60.0460153757,39.1205122061,Category07,0.276788503654,18.6551050746,5739.33467849
b'Lucian',1459218872.93,83.8228835489,131.913126008,Category05,0.629870552548,-3.83384651767,7011.85953941
b'Marybella',1470210820.07,-25.4425563284,134.753561226,Category04,1.02359438702,-8.09134326873,1739.07398741
b'Deronna',1463688855.52,10.8974504262,149.767188257,Category00,2.05745279451,-29.6022580102,5005.08396224
b'Jessikah',1455683621.99,-5.1708202924,146.017190578,Category00,3.38602091696,-8.06150775299,8485.2517147
b'Zorita',1453085041.17,-29.3398452694,111.633598709,Category08,0.78439365329,-0.858176871396,9803.88966902
b'Nelia',1465407443.51,-49.6654056624,78.0861764232,Category02,1.93078845506,2.38956400912,404.061316988
b'Aryanah',1452765433.48,-27.2681823256,-97.8470440574,Category06,2.65275555493,28.2499361088,1226.54070793
b'Vaneisha',1458504769.48,80.5484447774,-149.457753337,Category03,0.858620619694,-23.1909023625,1864.1663647
b'Quanshay',1470712203.56,-8.9936917765,-39.3874714189,Category06,3.1008016948,17.1736971889,6822.20706737
b'Akilia',1479882270.21,89.447093939,79.1543989541,Category03,1.1125464242,4.64700928657,4820.81704455
b'Zylin',1478215384.55,-41.2197797937,96.3633190187,Category02,3.38974995446,-3.8233554033,8402.78622124
b'Yashira',1468542276.23,31.1771677021,-83.3655287285,Category05,1.84755565205,27.2059243576,6187.96826029
b'Dreah',1457558024.5,-56.3956181215,-6.71534138815,Category04,2.7430721019,26.5172230222,2000.15403382
b'Bidwell',1472060200.03,33.476663943,37.7550206608,Category02,2.09255034774,16.8951909841,9997.45336197
b'Osmany',1456638365.17,-23.475211315,-116.653280647,Category01,2.23320422321,-14.3725851393,9578.08384591
b'Nokia',1480391620.56,-44.5461864693,-176.510580135,Category08,0.0764731277863,-18.9488161226,9061.44299654
b'Channer',1453138651.13,-17.7989146422,65.3647451646,Category04,2.21491231226,-3.75035766723,8629.02166367
b'Merrikay',1468457589.17,-57.4229548834,-45.4355466486,Category07,2.6744526703,-5.33115915538,934.075324325
b'Deloyd',1475304470.59,52.4475884059,-71.8119095628,Category05,0.935269547615,-5.97639023475,7882.37008745
b'Creedence',1472789119.71,-15.2617361543,157.239506993,Category00,3.19861035461,-10.0288699372,9955.71506912
b'Temarcus',1480695386.57,12.8431017498,-167.509984338,Category09,2.36807550039,-3.643931243,7660.44060958
b'Korday',1480614704.38,66.5543060006,171.712182298,Category07,2.68472757785,-19.4400377658,8353.31601065
b'Neron',1455143571.72,17.9063460843,-66.1135682291,Category05,2.64268509144,18.9074676857,1074.86256335
b'Semion',1464896908.26,-58.2373860306,149.18592552,Category03,2.76663692709,-4.12809442293,7294.70443607
b'Kahron',1475028095.73,-33.2177189991,-133.863951672,Category08,2.55076828857,2.14713667303,9180.54764265
b'Ouinton',1477811448.58,7.74197489243,123.449638869,Category05,1.82077875199,15.5003405437,8971.89236152
b'Kortni',1469028114.61,36.0916398913,86.7748036859,Category04,0.854789230076,-19.1316374932,1733.83250266
b'Eyvonne',1464286190.78,-36.8223007813,159.307848893,Category03,0.573918387162,-26.9226151454,9348.70281315
b'Jamyla',1458012176.31,65.6003113135,-89.3016642602,Category00,2.05395596498,18.8003939018,2542.74583939
b'Levella',1470599461.19,24.0352747867,32.3483705606,Category00,1.65317529829,-9.90593941337,7330.53945745
b'Versie',1460116664.99,57.7107171244,5.38507086111,Category09,0.561659439811,10.2399252614,9942.12596945
b'Sanyi',1453964680.03,21.7381171516,175.724134597,Category03,2.90489663986,-8.21951700371,7516.60502497
b'Corionna',1454976831.98,24.9174370767,-118.513833837,Category06,0.156460911111,6.04188944724,7579.03807025
b'Shavez',1461163380.33,21.9176635613,-174.014323077,Category00,3.36434927964,18.6661274259,4673.33525014
b'Lorayna',1460044403.49,-47.5133723473,-121.698315064,Category00,3.46634407631,11.9823847583,342.837283568
b'Kristoffer',1465028619.66,88.70237048,164.53665932,Category00,2.38401549627,-1.89458231886,2297.9868563
b'Kailee',1452681707.74,-51.7732515137,-157.435610042,Category07,0.885144312771,4.63010075145,565.098042085
b'Shontee',1454943208.09,40.8287679656,-58.4431390963,Category05,1.49893980513,-29.3982650561,6838.89346121
b'Laighton',1454363701.4,-87.5321186062,88.9964861042,Category02,0.265627797525,-27.0121343848,5920.57636979
b'Eshan',1453490001.67,30.3071119052,-94.216382803,Category09,2.18905459618,-10.4158886033,2575.49728744
b'Temeshia',1461696118.77,80.9916341436,-62.7802735406,Category09,2.65956877701,16.7515344658,3707.31185712
b'Kapresha',1477298067.51,-13.6717569531,-161.93049159,Category05,1.92531035653,25.7499302999,3250.02346656
b'Zeven',1457141563.44,-81.6922679955,-129.771808877,Category05,0.528817382705,21.9267829515,7489.42426333
b'Sten',1473279753.74,-75.6332118833,-165.413009205,Category07,0.0514051976729,11.8090385908,4239.33351162
b'Quontez',1462352913.99,73.3626750746,92.7015689438,Category05,3.48384508241,-20.7637002525,5246.20679626
b'Lenice',1470469797.67,83.0786863622,-66.8088201325,Category02,2.25769571537,-4.40665334806,3970.4530394
b'Djavon',1456456600.37,-27.3824639669,-100.171355355,Category03,1.60256776435,-9.29315082918,5391.45089312
b'Filip',1453220333.92,68.8239435817,-130.482298955,Category01,2.85652230893,-6.70584781516,1153.88585209
b'Masooma',1476172325.59,70.7927780558,-115.840407193,Category01,0.655100204023,5.54995542382,2622.43696177
b'Kathlynn',1473254567.82,-19.3889169476,12.6720289641,Category06,3.02236114556,-4.70697563524,4016.03558881
b'Soyna',1468036949.21,-17.3143310818,55.388006202,Category02,2.53696131719,-14.4711360159,3090.7485447
b'Jakarius',1451979235.51,5.79420395405,1.77476575687,Category09,2.51752230135,-28.5533060054,7188.13168478
b'Melvie',1472593281.32,47.0740091197,-92.2019945127,Category05,2.69742857406,27.0506440348,8647.35360954
b'Maziah',1463144132.85,2.68274403413,-37.8958012318,Category03,1.05879203778,-4.0630085149,3472.48885958
b'Khaos',1468661683.89,-60.2836970988,-8.81335913774,Category00,0.337559495568,-12.2166070247,2892.6175896
b'Shigeo',1470286348.65,35.745009645,31.4229343431,Category07,0.538277224279,19.7772625982,7369.44485549
b'Kesia',1460440277.15,-73.2793333905,35.5202188627,Category05,2.06248959412,-14.1140471487,4783.98926594
b'Jamilia',1454603191.92,-37.7950344515,-101.907049652,Category09,1.76561545958,1.23864082939,3378.10016225
b'Umayma',1466678243.12,4.21428077119,128.978998995,Category01,0.0514634797439,-1.47265350114,4574.7887936
b'Shaneil',1464989104.47,40.2880243721,106.639874776,Category08,1.68609280657,-24.4737393471,4460.53304177
b'Jainy',1476981233.51,-22.1354766422,67.4151831242,Category06,0.894680909469,-29.4881561632,9916.30762694
b'Adelline',1461201851.4,-59.3693870105,-91.8972852759,Category02,1.63875187184,21.2514901847,2617.05650099
b'Lamaj',1455728048.5,-38.205397002,23.5035064251,Category09,0.808384242884,-25.5598390383,1647.8887425
b'Leronda',1467021595.02,-67.8458589683,-64.2191047902,Category04,1.62748619686,16.9949956709,1152.8823957
b'Andrietta',1469378164.56,47.9161460651,9.55577937629,Category02,2.00154930693,22.0534094644,8424.76971292
b'Regnia',1457898845.81,-33.3880808215,88.9938650308,Category02,1.11629535966,27.9423594792,930.167227939
b'Anndi',1480090042.62,0.225664189202,10.0216874184,Category09,1.91367337004,14.1309949266,2519.09991279
b'Jermonte',1472952096.89,61.5437426856,-105.477715797,Category03,0.199933492375,10.5541950134,2358.82757712
b'Jaecee',1465570084.73,55.103923454,-51.3589745336,Category08,1.55008746014,-15.862473872,7908.42542818
b'Junius',1455142836.11,44.5100667223,-179.034772759,Category02,2.75045564158,-9.77733647316,176.839767132
b'Freddrick',1482544244.69,-86.0959412862,-86.746254033,Category01,0.0278427046116,-29.1240887858,6037.17464325
b'Saham',1461048273.53,-68.1393637972,-90.6071958181,Category01,3.16728785443,26.7909459896,8510.26821472
b'Lynniah',1454308364.98,31.8425762366,-89.3019184563,Category04,0.5055140823,9.08251063036,7505.84814634
b'Kaiulani',1469479577.03,38.750996875,84.6421134109,Category08,3.49768752207,4.87234210735,6382.17251577
b'Campton',1473124823.8,-46.8423559349,137.811877397,Category01,3.17353873672,8.97962638531,4358.04827028
b'Remingtyn',1481785031.95,1.99664040096,28.5985358167,Category06,3.31521791412,-23.0612362311,4950.00529144
b'Skylene',1456175542.28,40.6341388864,1.18432800955,Category07,1.51658097768,12.8919749006,7088.72919849
b'Jazariah',1479162645.91,-1.91505768805,-15.7827009523,Category01,1.16677163335,9.19988769498,4203.77990141
b'Aerabella',1476504402.03,-45.9819947829,-112.849913661,Category03,1.59725814397,-4.19441903765,6967.09087508
b'Shorty',1455042131.05,62.1974313729,9.44062369401,Category09,0.340926594494,24.2664572208,196.209578016
b'Gemarion',1454114269.48,80.4481591401,-6.24811045987,Category01,0.761441858712,-21.7786980193,892.056226932
b'Mikenna',1482568856.31,-54.1961722457,108.940672031,Category00,3.23502329495,10.6513268255,1331.00122653
b'Mckenley',1465352856.38,-61.5696676526,136.639216739,Category09,2.6863886378,-23.7124781467,9069.44373777
b'Raghad',1458608793.12,66.3029006961,100.138285684,Category00,1.17069070901,24.9624983393,6051.40832399
b'Dylann',1470931462.94,-69.1239678918,-7.76237604172,Category05,1.61930586799,9.66779491502,4549.1891944
b'Haben',1452024034.23,67.7111882338,134.489155082,Category08,2.51681108041,27.6908597779,4421.29040474
b'Laiklynn',1469725425.65,60.1585536864,155.350571837,Category04,0.0571075466577,-13.4240607042,9972.0646133
b'Indiyah',1481912978.63,17.9104614745,-122.151223488,Category08,2.32308374003,14.4454397456,3887.28913718
b'Meara',1456225064.39,50.6578420279,24.2785919381,Category04,0.760726799894,-14.0739566915,2132.94993666
b'Kalel',1477484942.63,-35.3365639397,105.815667691,Category06,0.204028847693,22.824759577,7362.89448837
b'Evanne',1472999164.71,19.008387579,-109.506050486,Category02,1.5994609033,11.6582061364,6174.97934391
b'Zadian',1459884677.19,-11.0289283507,88.6243206173,Category08,0.794465490609,-25.3510601099,5580.67769973
b'Kinsli',1464642271.66,17.5009259635,-110.507333148,Category00,2.80977793469,-15.3470655532,9029.44717451
b'Rashida',1476539395.6,25.3051803689,3.28920215388,Category01,0.700090865389,15.719506931,881.790488549
b'Sulekha',1452830321.96,74.7045665918,-159.320140922,Category09,3.06808561529,-8.76702961202,4755.33761739
b'Cherel',1464472402.2,87.2318844561,15.0912728727,Category06,0.272763510385,-5.04539194845,3732.87451166
b'Daimion',1482252460.39,-21.4945379908,-178.87969634,Category01,1.68351743888,-12.2829422321,288.54343558
b'Marlisha',1465336276.3,-49.7580583882,114.414263036,Category00,1.54230641992,2.98689856373,659.439052813
b'Dezden',1474246990.33,-46.7690422736,-32.4558418414,Category09,0.273094438228,-22.2598439407,3785.94523447
b'Mudassir',1453545706.53,-81.0289124411,-12.8116545767,Category04,0.749109550359,6.29946515027,4870.87358389
b'Josian',1453982471.86,-44.0220366955,17.1764121146,Category05,2.6665689552,-17.6841630496,5852.68577659
b'Arilynn',1476562482.9,-73.4859171579,168.669993382,Category08,0.0883246163151,11.9186733147,4672.37309624
b'Anastazja',1466139979.37,-45.9892406399,-84.1836131603,Category05,2.79097842733,17.5770163693,5114.99537888
b'Khalayah',1462475994.97,-41.9526219681,-155.732605113,Category08,1.64984759638,-23.7261965705,6707.27751247
b'Karyn',1461380566.62,16.6097639777,-174.948050532,Category03,1.43361120444,-3.44791609694,3689.77720016
b'Abrienne',1459338373.47,75.4510423409,47.9200579712,Category04,2.53430016205,2.98531451709,4640.91780674
b'Yannik',1458537676.8,38.1204264597,12.6109380488,Category04,2.42194431992,-28.3462460932,5734.86277005
b'Maclovia',1452486483.25,-48.7314365361,11.5199309058,Category04,2.17262943783,-28.3526807059,4977.46548009
b'Akacia',1475469697.29,-34.7932064867,141.695134567,Category00,1.41327573756,-4.91334230218,7643.17045738
b'Albia',1475657337.89,-64.8669723847,-77.3276207981,Category04,2.62364330735,28.1880712339,759.4668701
b'Rabon',1456562853.45,-60.1439745936,104.545452419,Category06,2.18520358064,-4.09352705366,4596.68645881
b'Chubby',1455687547.01,-85.8180217049,-133.73669968,Category05,1.12679301242,19.9063433313,7087.12351203
b'Adeeba',1468665900.93,-81.3336685715,-138.167354877,Category01,0.674506635204,20.3889171205,1454.81064493
b'Tylee',1454198363.66,15.274806634,51.7838617331,Category09,0.562339407231,-29.7675890516,2000.9200578
b'Geniece',1468568038.66,-31.523011503,90.7582989345,Category09,0.655842908996,-18.7801917416,954.275695326
b'Waller',1458043349.02,-73.9356233038,-91.6300189433,Category03,0.750945173167,-1.10480812284,6662.63804574
b'Shanthi',1480863027.84,25.4219467998,-22.9001175189,Category02,0.283204042359,15.1242585793,8270.25729773
b'Habil',1459125288.28,-1.07357776954,101.963128665,Category05,1.32343422869,-9.57996134843,8621.86297742
b'Seerit',1477051811.09,-4.60848489563,-86.8597413338,Category09,0.782561914975,-21.0674087334,3947.93689883
b'Zakerria',1457049297.61,21.8676164609,18.8145694379,Category01,2.09416640031,2.1447491659,3062.34692261
b'Eveyln',1452638999.88,-74.0529372834,160.882116601,Category02,1.46214635461,17.6384697254,6253.47126291
b'Raul',1469676014.02,26.023821227,179.946696069,Category05,0.749861603538,26.1895743061,3493.44452223
b'Daylen',1462410850.93,-36.3612499137,-24.9089007389,Category00,2.05433046455,21.4751694363,897.855744996
b'Bahiya',1480492283.59,2.10836182783,101.189490146,Category06,1.05573671506,5.47448649911,1620.15604016
b'Allahna',1458758239.88,-83.7486698143,178.9426757,Category03,2.73759579456,9.64439971398,279.967991203
b'Ashleen',1478149969.97,80.6550429786,-106.520615877,Category01,2.25327613778,-24.5533375912,3239.52723193
b'Novalyn',1477433491.92,22.3023691414,-168.950434075,Category03,2.71487098,5.61038181092,791.976607092
b'Tobenna',1461531641.48,59.2874368607,90.4451660757,Category07,3.24798870092,27.2143443857,308.209511115
b'Alexies',1476500277.94,-7.82483251408,-126.143743964,Category09,3.18989015789,-15.5234035674,6458.09825322
b'Johny',1468814487.51,-43.0127767782,128.2399098,Category05,0.495357019409,-8.28512358113,2983.30318881
b'Melbalene',1475227707.03,-32.2970684847,116.634011591,Category01,2.70292170132,-13.2346420225,5910.39100245
b'Petro',1467180171.93,-62.7305379925,65.6490182054,Category09,1.66508332602,20.9102188852,3672.26874418
b'Taquanna',1465366896.25,-47.7884223685,95.8440557591,Category03,2.55863537429,0.522055811788,4643.11991755
b'Dellanira',1462843241.3,3.18419968784,5.42783822738,Category02,1.1947657494,21.1578282572,383.390633946
b'Aunnika',1472163773.41,51.0959780919,-138.057324631,Category01,1.08200145856,-9.21018035468,9942.2044984
b'Taundra',1454812522.66,65.1672742976,-36.8905440609,Category02,3.18167434001,-4.59167187872,8964.19144752
b'Vawn',1463868316.08,79.3790168607,119.777724784,Category07,0.205887815356,21.3763956706,1044.53988882
b'Diamante',1459104581.41,-3.77628668318,52.9126733585,Category08,0.805291858999,-26.1780800374,9306.26817713
b'Jorrin',1473608965.29,61.0589028188,-76.8956276323,Category08,0.49805859053,6.97980737809,7909.95716716
b'Lemisha',1454621064.48,-37.443810596,-43.0448877817,Category03,1.66295939541,13.9235672581,112.027882763
b'Wess',1479177797.82,-80.5757109448,150.138246576,Category03,1.74115758594,-24.5958123734,191.021200047
b'Shneor',1478613162.15,-39.3702520912,-79.6888669942,Category06,1.99837422885,-12.8914880531,9427.06746017
b'Kaylanna',1459257408.47,-20.0007861922,73.7355896233,Category07,2.97226226113,22.4013731245,6434.53145933
b'Suna',1451813833.65,78.1780268464,-159.184323015,Category09,0.357734517407,8.22060858305,2707.09584307
b'Metthew',1457869288.02,68.8997078938,-32.8942008133,Category02,2.97616046952,-8.33589023778,2247.97015566
b'Samarah',1472408443.35,-74.4778133014,96.6707821451,Category01,2.77745834552,-18.3850723788,2740.73394799
b'Girtha',1474394305.32,-7.982713625,-152.865078278,Category03,2.1909092167,-28.0830614617,8932.2372578
b'Greig',1474297951.32,-50.3072953597,104.140180976,Category07,2.45215125048,19.9132736423,1714.95082122
b'Rosalea',1480616158.17,-37.2107507149,-145.00964219,Category08,1.08051796599,20.5602859107,9683.67704966
b'Nyzeria',1461653087.06,-39.4275759912,-66.6893839353,Category01,0.460230364015,-3.522601796,5079.51499342
b'Katilyn',1470669340.73,5.19653064659,-116.525552746,Category01,1.07749360045,24.258957976,5465.08480343
b'Harmond',1465181288.99,-81.5845632247,12.761287519,Category02,3.17655285339,5.1332848974,6542.24275695
b'Sriniketh',1475027258.91,35.9030780342,100.614896598,Category01,1.68285790575,-20.6945226421,9938.02197131
b'Jessimar',1471280440.13,-60.6856583138,-130.820954315,Category05,1.84464092413,-29.562834894,5863.17245765
b'Haivyn',1464587825.57,-73.5929640604,-98.4946750251,Category05,2.49657668928,13.4015681615,1502.57280938
b'Samuele',1463435376.55,-30.547903538,147.214223297,Category03,2.86361798009,-6.30444385049,3538.80572098
b'Etan',1453242619.14,10.9434229117,-139.879269243,Category01,2.23105886832,-22.1653482148,4521.85653159
b'Tamieka',1481418970.57,48.9094795333,20.1123704928,Category02,2.22400179936,-3.98021839807,7113.4610898
b'Eizabella',1454750693.44,-50.0342663196,173.834582042,Category07,3.49180681665,-15.6234425498,9455.57974398
b'Isabeli',1479057507.94,89.8430975298,-175.964119269,Category06,1.49165725378,-4.99450408546,979.518969213
b'Tegh',1476942592.43,4.67955120388,-13.5928500568,Category01,1.62576904922,5.9460405133,4007.94851869
b'Angelar',1472305918.38,49.7800465858,-13.6160348367,Category08,2.95354670087,29.7757759348,5206.37054637
b'Eirc',1464981632.09,-54.9892025284,16.8818833063,Category04,3.29607030272,0.329792240207,3813.66999755
b'Mckenzye',1460013062.36,-45.9469927005,19.1569869383,Category07,1.89090170594,8.64200432245,9715.59270425
b'Housten',1471580529.18,-10.787303306,21.6250582241,Category01,2.9429537741,10.3673499946,247.2581742
b'Knova',1461024034.74,27.2398524252,18.2319785529,Category06,1.38540181658,-12.0542495929,5926.13676209
b'Tyleigh',1477103664.61,53.3217937089,-117.71945549,Category04,2.5093681135,-9.1209174662,1553.9409996
b'Jessah',1466231124.18,-78.7507384801,78.2730242893,Category07,1.09153396087,-13.6572804308,7941.80781321
b'Pattye',1471165897.91,13.992737025,104.288460054,Category06,0.0847239171643,-9.65425260982,6665.00183149
b'Arlonda',1466428592.83,-85.770023755,-111.005740333,Category04,1.12039651972,-16.3138643141,8098.11535984
b'Wrenda',1468257391.83,41.6111217787,-60.8154163519,Category02,1.18829077964,-5.85601568072,7965.99231214
b'Rajvir',1471126905.07,-63.910049381,36.2177156907,Category04,1.56431544429,3.94767611434,3897.3059163
b'Imtiaz',1471401280.88,-77.9975546136,-49.9866949471,Category04,0.6221761958,-21.3176838354,1670.7551335
b'Deveon',1466798338.82,80.845863296,54.9203847013,Category02,3.34241100958,-4.23710011715,4907.15938542
b'Marriam',1465811592.53,-46.7016557617,13.0650714411,Category05,0.624167110027,-2.79636401256,9909.59049455
b'Verlene',1469955298.31,-70.2340935314,-36.0345748074,Category00,0.154297633671,-14.1155594207,4175.57728722
b'Kenyjah',1482226272.43,82.5379726137,-48.7816894468,Category04,3.3517054209,26.892393385,3751.98365095
b'Haliey',1473758968.75,-9.40866463075,-91.5338229002,Category02,0.656029083776,25.7415642726,5867.66921518
b'Koketa',1454655596.03,-47.9794775859,8.98134123837,Category01,0.444849556877,5.21385400514,5238.43840671
b'Demeree',1474823567.41,7.57890612563,-88.42675629,Category02,0.455039629446,3.97635805676,3710.46251814
b'Shnea',1463886255.51,76.8619697543,-128.986133182,Category06,0.131307520505,-10.8062708782,8706.97367833
b'Yahsir',1470218492.45,-5.89343548634,17.5962731296,Category02,0.323741891433,-2.27024538182,5074.49715397
b'Osgood',1461665570.73,67.1356021361,89.7391112597,Category05,0.24810065779,14.7391745496,5905.2933128
b'Lindalou',1464575865.86,11.46075423,-104.095110848,Category04,2.69981940852,-23.8868996926,1984.40488178
b'Coleten',1467022561.65,49.4473005008,-126.978969311,Category00,0.0973955465344,-0.0505684011799,5617.74831286
b'Moesha',1460478271.64,-22.4762789445,124.736487319,Category05,0.773454748207,-14.8519230044,4560.25840408
b'Leonidus',1468102466.82,6.97349824531,113.772932431,Category06,0.603060102981,2.85689185826,9695.53035855
b'Naquasia',1480539808.64,69.8550093278,-87.0138877574,Category06,2.49896809679,-26.1060767763,4144.81756555
b'Mailany',1481831202.65,-65.8891056207,52.4890306304,Category05,1.41441418127,7.38432554284,5383.10666483
b'Kainan',1459147479.69,50.572941099,-147.07427916,Category01,3.45083018149,-8.44196172892,3119.21790767
b'Fransheska',1462735201.01,69.808648932,-5.96904253455,Category04,3.09550974165,-25.8106483854,9068.92360212
b'Merion',1476339410.68,43.0043119805,-25.895231541,Category04,0.041355267838,-1.54670946319,7564.81149994
b'Melveen',1460958479.23,14.0249647526,-132.524493256,Category00,2.82437808559,-18.0922732479,2747.84115278
b'Shymeek',1476987765.26,-86.4089041941,151.572728815,Category00,1.60505409569,24.9150805502,5731.12568434
b'Amylah',1469580890.98,-69.162861122,135.707787534,Category05,1.09083037657,23.8870496595,7580.27409623
b'Othello',1455999456.83,4.59372978019,16.3499774648,Category03,3.02386188397,18.7401697035,8449.89885041
b'Roselina',1479057709.05,35.1031352149,0.464487737945,Category00,2.98274967405,-17.7600517304,8033.40814161
b'Malayah',1470847674.01,-72.505445397,87.8953377283,Category01,0.81336577118,-28.0118127457,1882.92758627
b'Arnesto',1468488601.85,81.754461236,153.526252561,Category04,2.20015917936,-7.3525480292,2388.64440142
b'Deanne',1466913604.47,-80.8677509693,-160.868122702,Category01,0.016372430268,-10.9881060196,3679.84306614
b'Harla',1468856352.89,-61.841268181,-119.118342669,Category05,2.22028855973,14.7675582553,2975.1381115
